subject,region,grade_class,year,grade,degree_type
历史学,A类,单科>100分,2019,132,学硕
历史学,B类,总分,2019,315,学硕
历史学,B类,单科=100分,2019,41,学硕
历史学,B类,单科>100分,2019,123,学硕
历史学,A类,总分,2020,324,学硕
历史学,A类,单科=100分,2020,44,学硕
历史学,A类,单科>100分,2020,132,学硕
历史学,B类,总分,2020,314,学硕
历史学,B类,单科=100分,2020,41,学硕
历史学,B类,单科>100分,2020,123,学硕
理学,A类,总分,2005,305,学硕
理学,A类,单科=100分,2005,47,学硕
理学,A类,单科>100分,2005,71,学硕
理学,B类,总分,2005,300,学硕
理学,B类,单科=100分,2005,45,学硕
理学,B类,单科>100分,2005,68,学硕
理学,A类,总分,2006,305,学硕
理学,A类,单科=100分,2006,46,学硕
理学,A类,单科>100分,2006,69,学硕
理学,B类,总分,2006,300,学硕
理学,B类,单科=100分,2006,44,学硕
理学,B类,单科>100分,2006,66,学硕
理学,A类,总分,2007,305,学硕
理学,A类,单科=100分,2007,49,学硕
理学,A类,单科>100分,2007,74,学硕
理学,B类,总分,2007,300,学硕
理学,B类,单科=100分,2007,47,学硕
理学,B类,单科>100分,2007,71,学硕
理学,A类,总分,2008,300,学硕
理学,A类,单科=100分,2008,47,学硕
理学,A类,单科>100分,2008,71,学硕
理学,B类,总分,2008,290,学硕
理学,B类,单科=100分,2008,43,学硕
理学,B类,单科>100分,2008,65,学硕
理学,A类,总分,2009,280,学硕
理学,A类,单科=100分,2009,38,学硕
理学,A类,单科>100分,2009,57,学硕
理学,B类,总分,2009,270,学硕
理学,B类,单科=100分,2009,35,学硕
理学,B类,单科>100分,2009,53,学硕
理学,A类,总分,2010,280,学硕
理学,A类,单科=100分,2010,37,学硕
理学,A类,单科>100分,2010,56,学硕
理学,B类,总分,2010,270,学硕
理学,B类,单科=100分,2010,34,学硕
理学,B类,单科>100分,2010,51,学硕
理学,A类,总分,2011,295,学硕
理学,A类,单科=100分,2011,40,学硕
理学,A类,单科>100分,2011,60,学硕
理学,B类,总分,2011,285,学硕
理学,B类,单科=100分,2011,38,学硕
理学,B类,单科>100分,2011,57,学硕
理学,A类,总分,2012,290,学硕
理学,A类,单科=100分,2012,38,学硕
理学,A类,单科>100分,2012,57,学硕
理学,B类,总分,2012,280,学硕
理学,B类,单科=100分,2012,35,学硕
理学,B类,单科>100分,2012,53,学硕
理学,A类,总分,2013,290,学硕
理学,A类,单科=100分,2013,39,学硕
理学,A类,单科>100分,2013,59,学硕
理学,B类,总分,2013,280,学硕
理学,B类,单科=100分,2013,36,学硕
理学,B类,单科>100分,2013,54,学硕
理学,A类,总分,2014,285,学硕
理学,A类,单科=100分,2014,38,学硕
理学,A类,单科>100分,2014,57,学硕
理学,B类,总分,2014,275,学硕
理学,B类,单科=100分,2014,35,学硕
理学,B类,单科>100分,2014,53,学硕
理学,A类,总分,2015,275,学硕
理学,A类,单科=100分,2015,36,学硕
理学,A类,单科>100分,2015,54,学硕
理学,B类,总分,2015,265,学硕
理学,B类,单科=100分,2015,33,学硕
理学,B类,单科>100分,2015,50,学硕
理学,A类,总分,2016,285,学硕
理学,A类,单科=100分,2016,39,学硕
理学,A类,单科>100分,2016,59,学硕
理学,B类,总分,2016,275,学硕
理学,B类,单科=100分,2016,36,学硕
理学,B类,单科>100分,2016,54,学硕
理学,A类,总分,2017,290,学硕
理学,A类,单科=100分,2017,39,学硕
理学,A类,单科>100分,2017,59,学硕
理学,B类,总分,2017,280,学硕
理学,B类,单科=100分,2017,36,学硕
理学,B类,单科>100分,2017,54,学硕
理学,A类,总分,2018,280,学硕
理学,A类,单科=100分,2018,38,学硕
理学,A类,单科>100分,2018,57,学硕
理学,B类,总分,2018,270,学硕
理学,B类,单科=100分,2018,35,学硕
理学,B类,单科>100分,2018,53,学硕
理学,A类,总分,2019,290,学硕
理学,A类,单科=100分,2019,41,学硕
理学,A类,单科>100分,2019,62,学硕
理学,B类,总分,2019,280,学硕
理学,B类,单科=100分,2019,38,学硕
理学,B类,单科>100分,2019,57,学硕
理学,A类,总分,2020,288,学硕
理学,A类,单科=100分,2020,40,学硕
理学,A类,单科>100分,2020,60,学硕
理学,B类,总分,2020,278,学硕
理学,B类,单科=100分,2020,37,学硕
理学,B类,单科>100分,2020,56,学硕
工学,A类,总分,2005,290,学硕
工学,A类,单科=100分,2005,44,学硕
工学,A类,单科>100分,2005,66,学硕
工学,B类,总分,2005,285,学硕
工学,B类,单科=100分,2005,42,学硕
工学,B类,单科>100分,2005,63,学硕
工学,A类,总分,2006,305,学硕
工学,A类,单科=100分,2006,45,学硕
工学,A类,单科>100分,2006,68,学硕
工学,B类,总分,2006,300,学硕
工学,B类,单科=100分,2006,43,学硕
工学,B类,单科>100分,2006,65,学硕
工学,A类,总分,2007,290,学硕
工学,A类,单科=100分,2007,41,学硕
工学,A类,单科>100分,2007,62,学硕
工学,B类,总分,2007,285,学硕
工学,B类,单科=100分,2007,39,学硕
工学,B类,单科>100分,2007,59,学硕
工学,A类,总分,2008,300,学硕
工学,A类,单科=100分,2008,44,学硕
工学,A类,单科>100分,2008,66,学硕
工学,B类,总分,2008,290,学硕
工学,B类,单科=100分,2008,40,学硕
工学,B类,单科>100分,2008,60,学硕
工学,A类,总分,2009,275,学硕
工学,A类,单科=100分,2009,37,学硕
工学,A类,单科>100分,2009,56,学硕
工学,B类,总分,2009,265,学硕
工学,B类,单科=100分,2009,34,学硕
工学,B类,单科>100分,2009,51,学硕
工学,A类,总分,2010,275,学硕
工学,A类,单科=100分,2010,36,学硕
工学,A类,单科>100分,2010,54,学硕
工学,B类,总分,2010,265,学硕
工学,B类,单科=100分,2010,33,学硕
工学,B类,单科>100分,2010,50,学硕
工学,A类,总分,2011,300,学硕
工学,A类,单科=100分,2011,40,学硕
工学,A类,单科>100分,2011,60,学硕
工学,B类,总分,2011,290,学硕
工学,B类,单科=100分,2011,38,学硕
工学,B类,单科>100分,2011,57,学硕
工学,A类,总分,2012,290,学硕
工学,A类,单科=100分,2012,38,学硕
工学,A类,单科>100分,2012,57,学硕
工学,B类,总分,2012,280,学硕
工学,B类,单科=100分,2012,35,学硕
工学,B类,单科>100分,2012,53,学硕
工学,A类,总分,2013,295,学硕
工学,A类,单科=100分,2013,40,学硕
工学,A类,单科>100分,2013,60,学硕
工学,B类,总分,2013,285,学硕
工学,B类,单科=100分,2013,37,学硕
工学,B类,单科>100分,2013,56,学硕
工学,A类,总分,2014,285,学硕
工学,A类,单科=100分,2014,38,学硕
工学,A类,单科>100分,2014,57,学硕
工学,B类,总分,2014,275,学硕
工学,B类,单科=100分,2014,35,学硕
工学,B类,单科>100分,2014,53,学硕
工学,A类,总分,2015,280,学硕
工学,A类,单科=100分,2015,38,学硕
工学,A类,单科>100分,2015,57,学硕
工学,B类,总分,2015,270,学硕
工学,B类,单科=100分,2015,35,学硕
工学,B类,单科>100分,2015,53,学硕
工学,A类,总分,2016,265,学硕
工学,A类,单科=100分,2016,36,学硕
工学,A类,单科>100分,2016,54,学硕
工学,B类,总分,2016,255,学硕
工学,B类,单科=100分,2016,33,学硕
工学,B类,单科>100分,2016,50,学硕
工学,A类,总分,2017,265,学硕
工学,A类,单科=100分,2017,35,学硕
工学,A类,单科>100分,2017,53,学硕
工学,B类,总分,2017,255,学硕
工学,B类,单科=100分,2017,32,学硕
工学,B类,单科>100分,2017,48,学硕
工学,A类,总分,2018,260,学硕
工学,A类,单科=100分,2018,34,学硕
工学,A类,单科>100分,2018,51,学硕
工学,B类,总分,2018,250,学硕
工学,B类,单科=100分,2018,31,学硕
工学,B类,单科>100分,2018,47,学硕
工学,A类,总分,2019,270,学硕
工学,A类,单科=100分,2019,39,学硕
工学,A类,单科>100分,2019,59,学硕
工学,B类,总分,2019,260,学硕
工学,B类,单科=100分,2019,36,学硕
工学,B类,单科>100分,2019,54,学硕
工学,A类,总分,2020,264,学硕
工学,A类,单科=100分,2020,37,学硕
工学,A类,单科>100分,2020,56,学硕
工学,B类,总分,2020,254,学硕
工学,B类,单科=100分,2020,34,学硕
工学,B类,单科>100分,2020,51,学硕
农学,A类,总分,2005,280,学硕
农学,A类,单科=100分,2005,40,学硕
农学,A类,单科>100分,2005,60,学硕
农学,B类,总分,2005,275,学硕
农学,B类,单科=100分,2005,38,学硕
农学,B类,单科>100分,2005,57,学硕
农学,A类,总分,2006,280,学硕
农学,A类,单科=100分,2006,39,学硕
农学,A类,单科>100分,2006,59,学硕
农学,B类,总分,2006,275,学硕
农学,B类,单科=100分,2006,37,学硕
农学,B类,单科>100分,2006,56,学硕
农学,A类,总分,2007,285,学硕
农学,A类,单科=100分,2007,40,学硕
农学,A类,单科>100分,2007,60,学硕
农学,B类,总分,2007,280,学硕
农学,B类,单科=100分,2007,38,学硕
农学,B类,单科>100分,2007,57,学硕
农学,A类,总分,2008,275,学硕
农学,A类,单科=100分,2008,39,学硕
农学,A类,单科>100分,2008,59,学硕
农学,B类,总分,2008,265,学硕
农学,B类,单科=100分,2008,35,学硕
农学,B类,单科>100分,2008,53,学硕
农学,A类,总分,2009,260,学硕
农学,A类,单科=100分,2009,32,学硕
农学,A类,单科>100分,2009,48,学硕
农学,B类,总分,2009,255,学硕
农学,B类,单科=100分,2009,31,学硕
农学,B类,单科>100分,2009,47,学硕
农学,A类,总分,2010,260,学硕
农学,A类,单科=100分,2010,32,学硕
农学,A类,单科>100分,2010,48,学硕
农学,B类,总分,2010,250,学硕
农学,B类,单科=100分,2010,31,学硕
农学,B类,单科>100分,2010,47,学硕
农学,A类,总分,2011,260,学硕
农学,A类,单科=100分,2011,35,学硕
农学,A类,单科>100分,2011,53,学硕
农学,B类,总分,2011,250,学硕
农学,B类,单科=100分,2011,33,学硕
农学,B类,单科>100分,2011,50,学硕
农学,A类,总分,2012,255,学硕
农学,A类,单科=100分,2012,33,学硕
农学,A类,单科>100分,2012,50,学硕
农学,B类,总分,2012,245,学硕
农学,B类,单科=100分,2012,30,学硕
农学,B类,单科>100分,2012,45,学硕
农学,A类,总分,2013,255,学硕
农学,A类,单科=100分,2013,33,学硕
农学,A类,单科>100分,2013,50,学硕
农学,B类,总分,2013,245,学硕
农学,B类,单科=100分,2013,30,学硕
农学,B类,单科>100分,2013,45,学硕
农学,A类,总分,2014,255,学硕
农学,A类,单科=100分,2014,34,学硕
农学,A类,单科>100分,2014,51,学硕
农学,B类,总分,2014,245,学硕
农学,B类,单科=100分,2014,31,学硕
农学,B类,单科>100分,2014,47,学硕
农学,A类,总分,2015,255,学硕
农学,A类,单科=100分,2015,34,学硕
农学,A类,单科>100分,2015,51,学硕
农学,B类,总分,2015,245,学硕
农学,B类,单科=100分,2015,31,学硕
农学,B类,单科>100分,2015,47,学硕
农学,A类,总分,2016,255,学硕
农学,A类,单科=100分,2016,34,学硕
农学,A类,单科>100分,2016,51,学硕
农学,B类,总分,2016,245,学硕
农学,B类,单科=100分,2016,31,学硕
农学,B类,单科>100分,2016,47,学硕
农学,A类,总分,2017,255,学硕
农学,A类,单科=100分,2017,34,学硕
农学,A类,单科>100分,2017,51,学硕
农学,B类,总分,2017,245,学硕
农学,B类,单科=100分,2017,31,学硕
农学,B类,单科>100分,2017,47,学硕
农学,A类,总分,2018,255,学硕
农学,A类,单科=100分,2018,34,学硕
农学,A类,单科>100分,2018,51,学硕
农学,B类,总分,2018,245,学硕
农学,B类,单科=100分,2018,31,学硕
农学,B类,单科>100分,2018,47,学硕
农学,A类,总分,2019,255,学硕
农学,A类,单科=100分,2019,34,学硕
农学,A类,单科>100分,2019,51,学硕
农学,B类,总分,2019,245,学硕
农学,B类,单科=100分,2019,31,学硕
农学,B类,单科>100分,2019,47,学硕
农学,A类,总分,2020,253,学硕
农学,A类,单科=100分,2020,33,学硕
农学,A类,单科>100分,2020,50,学硕
农学,B类,总分,2020,243,学硕
农学,B类,单科=100分,2020,30,学硕
农学,B类,单科>100分,2020,45,学硕
医学,A类,总分,2005,315,学硕
医学,A类,单科=100分,2005,49,学硕
医学,A类,单科>100分,2005,74,学硕
医学,B类,总分,2005,310,学硕
医学,B类,单科=100分,2005,47,学硕
医学,B类,单科>100分,2005,71,学硕
医学,A类,总分,2006,310,学硕
医学,A类,单科=100分,2006,48,学硕
医学,A类,单科>100分,2006,72,学硕
医学,B类,总分,2006,305,学硕
医学,B类,单科=100分,2006,46,学硕
医学,B类,单科>100分,2006,69,学硕
医学,A类,总分,2007,295,学硕
医学,A类,单科=100分,2007,44,学硕
医学,A类,单科>100分,2007,132,学硕
医学,B类,总分,2007,290,学硕
医学,B类,单科=100分,2007,42,学硕
医学,B类,单科>100分,2007,126,学硕
医学,A类,总分,2008,295,学硕
医学,A类,单科=100分,2008,44,学硕
医学,A类,单科>100分,2008,132,学硕
医学,B类,总分,2008,285,学硕
医学,B类,单科=100分,2008,40,学硕
医学,B类,单科>100分,2008,120,学硕
医学,A类,总分,2009,285,学硕
医学,A类,单科=100分,2009,39,学硕
医学,A类,单科>100分,2009,117,学硕
医学,B类,总分,2009,275,学硕
医学,B类,单科=100分,2009,36,学硕
医学,B类,单科>100分,2009,108,学硕
医学,A类,总分,2010,280,学硕
医学,A类,单科=100分,2010,37,学硕
医学,A类,单科>100分,2010,111,学硕
医学,B类,总分,2010,270,学硕
医学,B类,单科=100分,2010,34,学硕
医学,B类,单科>100分,2010,102,学硕
医学,A类,总分,2011,300,学硕
医学,A类,单科=100分,2011,40,学硕
医学,A类,单科>100分,2011,120,学硕
医学,B类,总分,2011,290,学硕
医学,B类,单科=100分,2011,38,学硕
医学,B类,单科>100分,2011,114,学硕
医学,A类,总分,2012,295,学硕
医学,A类,单科=100分,2012,38,学硕
医学,A类,单科>100分,2012,114,学硕
医学,B类,总分,2012,285,学硕
医学,B类,单科=100分,2012,35,学硕
医学,B类,单科>100分,2012,105,学硕
医学,A类,总分,2013,290,学硕
医学,A类,单科=100分,2013,38,学硕
医学,A类,单科>100分,2013,114,学硕
医学,B类,总分,2013,280,学硕
医学,B类,单科=100分,2013,35,学硕
医学,B类,单科>100分,2013,105,学硕
医学,A类,总分,2014,285,学硕
医学,A类,单科=100分,2014,38,学硕
医学,A类,单科>100分,2014,114,学硕
医学,B类,总分,2014,275,学硕
医学,B类,单科=100分,2014,35,学硕
医学,B类,单科>100分,2014,105,学硕
医学,A类,总分,2015,285,学硕
医学,A类,单科=100分,2015,39,学硕
医学,A类,单科>100分,2015,117,学硕
医学,B类,总分,2015,275,学硕
医学,B类,单科=100分,2015,36,学硕
医学,B类,单科>100分,2015,108,学硕
医学,A类,总分,2016,295,学硕
医学,A类,单科=100分,2016,41,学硕
医学,A类,单科>100分,2016,123,学硕
医学,B类,总分,2016,285,学硕
医学,B类,单科=100分,2016,38,学硕
医学,B类,单科>100分,2016,114,学硕
医学,A类,总分,2017,295,学硕
医学,A类,单科=100分,2017,40,学硕
医学,A类,单科>100分,2017,120,学硕
医学,B类,总分,2017,285,学硕
医学,B类,单科=100分,2017,37,学硕
医学,B类,单科>100分,2017,111,学硕
医学,A类,总分,2018,300,学硕
医学,A类,单科=100分,2018,40,学硕
医学,A类,单科>100分,2018,120,学硕
医学,B类,总分,2018,290,学硕
医学,B类,单科=100分,2018,37,学硕
医学,B类,单科>100分,2018,111,学硕
医学,A类,总分,2019,305,学硕
医学,A类,单科=100分,2019,43,学硕
医学,A类,单科>100分,2019,129,学硕
医学,B类,总分,2019,295,学硕
医学,B类,单科=100分,2019,40,学硕
医学,B类,单科>100分,2019,120,学硕
医学,A类,总分,2020,300,学硕
医学,A类,单科=100分,2020,42,学硕
医学,A类,单科>100分,2020,126,学硕
医学,B类,总分,2020,290,学硕
医学,B类,单科=100分,2020,39,学硕
医学,B类,单科>100分,2020,117,学硕
军事学,A类,总分,2005,280,学硕
军事学,A类,单科=100分,2005,43,学硕
军事学,A类,单科>100分,2005,65,学硕
军事学,B类,总分,2005,275,学硕
军事学,B类,单科=100分,2005,41,学硕
军事学,B类,单科>100分,2005,62,学硕
军事学,A类,总分,2006,300,学硕
军事学,A类,单科=100分,2006,46,学硕
军事学,A类,单科>100分,2006,69,学硕
军事学,B类,总分,2006,295,学硕
军事学,B类,单科=100分,2006,44,学硕
军事学,B类,单科>100分,2006,66,学硕
军事学,A类,总分,2007,300,学硕
军事学,A类,单科=100分,2007,46,学硕
军事学,A类,单科>100分,2007,69,学硕
军事学,B类,总分,2007,295,学硕
军事学,B类,单科=100分,2007,44,学硕
军事学,B类,单科>100分,2007,66,学硕
军事学,A类,总分,2008,300,学硕
军事学,A类,单科=100分,2008,49,学硕
军事学,A类,单科>100分,2008,74,学硕
军事学,B类,总分,2008,290,学硕
军事学,B类,单科=100分,2008,45,学硕
军事学,B类,单科>100分,2008,68,学硕
军事学,A类,总分,2009,300,学硕
军事学,A类,单科=100分,2009,48,学硕
军事学,A类,单科>100分,2009,72,学硕
军事学,B类,总分,2009,290,学硕
军事学,B类,单科=100分,2009,45,学硕
军事学,B类,单科>100分,2009,68,学硕
军事学,A类,总分,2010,305,学硕
军事学,A类,单科=100分,2010,42,学硕
军事学,A类,单科>100分,2010,63,学硕
军事学,B类,总分,2010,295,学硕
军事学,B类,单科=100分,2010,39,学硕
军事学,B类,单科>100分,2010,59,学硕
军事学,A类,总分,2011,310,学硕
军事学,A类,单科=100分,2011,45,学硕
军事学,A类,单科>100分,2011,68,学硕
军事学,B类,总分,2011,300,学硕
军事学,B类,单科=100分,2011,43,学硕
军事学,B类,单科>100分,2011,65,学硕
军事学,A类,总分,2012,300,学硕
军事学,A类,单科=100分,2012,41,学硕
军事学,A类,单科>100分,2012,62,学硕
军事学,B类,总分,2012,290,学硕
军事学,B类,单科=100分,2012,38,学硕
军事学,B类,单科>100分,2012,57,学硕
军事学,A类,总分,2013,295,学硕
军事学,A类,单科=100分,2013,40,学硕
军事学,A类,单科>100分,2013,60,学硕
军事学,B类,总分,2013,285,学硕
军事学,B类,单科=100分,2013,37,学硕
军事学,B类,单科>100分,2013,56,学硕
军事学,A类,总分,2014,290,学硕
军事学,A类,单科=100分,2014,38,学硕
军事学,A类,单科>100分,2014,57,学硕
军事学,B类,总分,2014,280,学硕
军事学,B类,单科=100分,2014,35,学硕
军事学,B类,单科>100分,2014,53,学硕
军事学,A类,总分,2015,290,学硕
军事学,A类,单科=100分,2015,39,学硕
军事学,A类,单科>100分,2015,59,学硕
军事学,B类,总分,2015,280,学硕
军事学,B类,单科=100分,2015,36,学硕
军事学,B类,单科>100分,2015,54,学硕
军事学,A类,总分,2016,280,学硕
军事学,A类,单科=100分,2016,38,学硕
军事学,A类,单科>100分,2016,57,学硕
军事学,B类,总分,2016,270,学硕
军事学,B类,单科=100分,2016,35,学硕
军事学,B类,单科>100分,2016,53,学硕
军事学,A类,总分,2017,280,学硕
军事学,A类,单科=100分,2017,39,学硕
军事学,A类,单科>100分,2017,59,学硕
军事学,B类,总分,2017,270,学硕
军事学,B类,单科=100分,2017,36,学硕
军事学,B类,单科>100分,2017,54,学硕
军事学,A类,总分,2018,270,学硕
军事学,A类,单科=100分,2018,37,学硕
军事学,A类,单科>100分,2018,56,学硕
军事学,B类,总分,2018,260,学硕
军事学,B类,单科=100分,2018,34,学硕
军事学,B类,单科>100分,2018,51,学硕
军事学,A类,总分,2019,270,学硕
军事学,A类,单科=100分,2019,37,学硕
军事学,A类,单科>100分,2019,56,学硕
军事学,B类,总分,2019,260,学硕
军事学,B类,单科=100分,2019,34,学硕
军事学,B类,单科>100分,2019,51,学硕
军事学,A类,总分,2020,265,学硕
军事学,A类,单科=100分,2020,37,学硕
军事学,A类,单科>100分,2020,56,学硕
军事学,B类,总分,2020,255,学硕
军事学,B类,单科=100分,2020,34,学硕
军事学,B类,单科>100分,2020,51,学硕
管理学,A类,总分,2005,335,学硕
管理学,A类,单科=100分,2005,53,学硕
管理学,A类,单科>100分,2005,80,学硕
管理学,B类,总分,2005,330,学硕
管理学,B类,单科=100分,2005,51,学硕
管理学,B类,单科>100分,2005,77,学硕
管理学,A类,总分,2006,340,学硕
管理学,A类,单科=100分,2006,54,学硕
管理学,A类,单科>100分,2006,81,学硕
管理学,B类,总分,2006,335,学硕
管理学,B类,单科=100分,2006,52,学硕
管理学,B类,单科>100分,2006,78,学硕
管理学,A类,总分,2007,330,学硕
管理学,A类,单科=100分,2007,54,学硕
管理学,A类,单科>100分,2007,81,学硕
管理学,B类,总分,2007,325,学硕
管理学,B类,单科=100分,2007,52,学硕
管理学,B类,单科>100分,2007,78,学硕
管理学,A类,总分,2008,330,学硕
管理学,A类,单科=100分,2008,54,学硕
管理学,A类,单科>100分,2008,81,学硕
管理学,B类,总分,2008,320,学硕
管理学,B类,单科=100分,2008,50,学硕
管理学,B类,单科>100分,2008,75,学硕
管理学,A类,总分,2009,315,学硕
管理学,A类,单科=100分,2009,47,学硕
管理学,A类,单科>100分,2009,71,学硕
管理学,B类,总分,2009,305,学硕
管理学,B类,单科=100分,2009,44,学硕
管理学,B类,单科>100分,2009,66,学硕
管理学,A类,总分,2010,330,学硕
管理学,A类,单科=100分,2010,46,学硕
管理学,A类,单科>100分,2010,69,学硕
管理学,B类,总分,2010,320,学硕
管理学,B类,单科=100分,2010,43,学硕
管理学,B类,单科>100分,2010,65,学硕
管理学,A类,总分,2011,350,学硕
管理学,A类,单科=100分,2011,55,学硕
管理学,A类,单科>100分,2011,83,学硕
管理学,B类,总分,2011,340,学硕
管理学,B类,单科=100分,2011,53,学硕
管理学,B类,单科>100分,2011,80,学硕
管理学,A类,总分,2012,340,学硕
管理学,A类,单科=100分,2012,50,学硕
管理学,A类,单科>100分,2012,75,学硕
管理学,B类,总分,2012,330,学硕
管理学,B类,单科=100分,2012,47,学硕
管理学,B类,单科>100分,2012,71,学硕
管理学,A类,总分,2013,345,学硕
管理学,A类,单科=100分,2013,51,学硕
管理学,A类,单科>100分,2013,77,学硕
管理学,B类,总分,2013,335,学硕
管理学,B类,单科=100分,2013,48,学硕
管理学,B类,单科>100分,2013,72,学硕
管理学,A类,总分,2014,335,学硕
管理学,A类,单科=100分,2014,48,学硕
管理学,A类,单科>100分,2014,72,学硕
管理学,B类,总分,2014,325,学硕
管理学,B类,单科=100分,2014,45,学硕
管理学,B类,单科>100分,2014,68,学硕
管理学,A类,总分,2015,335,学硕
管理学,A类,单科=100分,2015,46,学硕
管理学,A类,单科>100分,2015,69,学硕
管理学,B类,总分,2015,325,学硕
管理学,B类,单科=100分,2015,43,学硕
管理学,B类,单科>100分,2015,65,学硕
管理学,A类,总分,2016,335,学硕
管理学,A类,单科=100分,2016,45,学硕
管理学,A类,单科>100分,2016,68,学硕
管理学,B类,总分,2016,325,学硕
管理学,B类,单科=100分,2016,42,学硕
管理学,B类,单科>100分,2016,63,学硕
管理学,A类,总分,2017,340,学硕
管理学,A类,单科=100分,2017,46,学硕
管理学,A类,单科>100分,2017,69,学硕
管理学,B类,总分,2017,330,学硕
管理学,B类,单科=100分,2017,43,学硕
管理学,B类,单科>100分,2017,65,学硕
管理学,A类,总分,2018,330,学硕
管理学,A类,单科=100分,2018,44,学硕
管理学,A类,单科>100分,2018,66,学硕
管理学,B类,总分,2018,320,学硕
