subject,region,grade_class,year,grade,degree_type
管理学,B类,单科=100分,2018,41,学硕
管理学,B类,单科>100分,2018,62,学硕
管理学,A类,总分,2019,345,学硕
管理学,A类,单科=100分,2019,49,学硕
管理学,A类,单科>100分,2019,74,学硕
管理学,B类,总分,2019,335,学硕
管理学,B类,单科=100分,2019,46,学硕
管理学,B类,单科>100分,2019,69,学硕
管理学,A类,总分,2020,345,学硕
管理学,A类,单科=100分,2020,49,学硕
管理学,A类,单科>100分,2020,74,学硕
管理学,B类,总分,2020,335,学硕
管理学,B类,单科=100分,2020,46,学硕
管理学,B类,单科>100分,2020,69,学硕
艺术学,A类,总分,2005,315,学硕
艺术学,A类,单科=100分,2005,47,学硕
艺术学,A类,单科>100分,2005,71,学硕
艺术学,B类,总分,2005,310,学硕
艺术学,B类,单科=100分,2005,45,学硕
艺术学,B类,单科>100分,2005,68,学硕
艺术学,A类,总分,2006,320,学硕
艺术学,A类,单科=100分,2006,47,学硕
艺术学,A类,单科>100分,2006,71,学硕
艺术学,B类,总分,2006,315,学硕
艺术学,B类,单科=100分,2006,45,学硕
艺术学,B类,单科>100分,2006,68,学硕
艺术学,A类,总分,2007,325,学硕
艺术学,A类,单科=100分,2007,45,学硕
艺术学,A类,单科>100分,2007,68,学硕
艺术学,B类,总分,2007,320,学硕
艺术学,B类,单科=100分,2007,43,学硕
艺术学,B类,单科>100分,2007,65,学硕
艺术学,A类,总分,2008,320,学硕
艺术学,A类,单科=100分,2008,45,学硕
艺术学,A类,单科>100分,2008,68,学硕
艺术学,B类,总分,2008,310,学硕
艺术学,B类,单科=100分,2008,41,学硕
艺术学,B类,单科>100分,2008,62,学硕
艺术学,A类,总分,2009,320,学硕
艺术学,A类,单科=100分,2009,42,学硕
艺术学,A类,单科>100分,2009,63,学硕
艺术学,B类,总分,2009,310,学硕
艺术学,B类,单科=100分,2009,39,学硕
艺术学,B类,单科>100分,2009,59,学硕
艺术学,A类,总分,2010,305,学硕
艺术学,A类,单科=100分,2010,32,学硕
艺术学,A类,单科>100分,2010,48,学硕
艺术学,B类,总分,2010,295,学硕
艺术学,B类,单科=100分,2010,31,学硕
艺术学,B类,单科>100分,2010,47,学硕
艺术学,A类,总分,2011,320,学硕
艺术学,A类,单科=100分,2011,35,学硕
艺术学,A类,单科>100分,2011,53,学硕
艺术学,B类,总分,2011,310,学硕
艺术学,B类,单科=100分,2011,33,学硕
艺术学,B类,单科>100分,2011,50,学硕
艺术学,A类,总分,2012,315,学硕
艺术学,A类,单科=100分,2012,34,学硕
艺术学,A类,单科>100分,2012,51,学硕
艺术学,B类,总分,2012,305,学硕
艺术学,B类,单科=100分,2012,31,学硕
艺术学,B类,单科>100分,2012,47,学硕
艺术学,A类,总分,2013,320,学硕
艺术学,A类,单科=100分,2013,34,学硕
艺术学,A类,单科>100分,2013,51,学硕
艺术学,B类,总分,2013,310,学硕
艺术学,B类,单科=100分,2013,31,学硕
艺术学,B类,单科>100分,2013,47,学硕
艺术学,A类,总分,2014,325,学硕
艺术学,A类,单科=100分,2014,34,学硕
艺术学,A类,单科>100分,2014,51,学硕
艺术学,B类,总分,2014,315,学硕
艺术学,B类,单科=100分,2014,31,学硕
艺术学,B类,单科>100分,2014,47,学硕
艺术学,A类,总分,2015,325,学硕
艺术学,A类,单科=100分,2015,34,学硕
艺术学,A类,单科>100分,2015,51,学硕
艺术学,B类,总分,2015,315,学硕
艺术学,B类,单科=100分,2015,31,学硕
艺术学,B类,单科>100分,2015,47,学硕
艺术学,A类,总分,2016,335,学硕
艺术学,A类,单科=100分,2016,34,学硕
艺术学,A类,单科>100分,2016,51,学硕
艺术学,B类,总分,2016,325,学硕
艺术学,B类,单科=100分,2016,31,学硕
艺术学,B类,单科>100分,2016,47,学硕
艺术学,A类,总分,2017,335,学硕
艺术学,A类,单科=100分,2017,35,学硕
艺术学,A类,单科>100分,2017,53,学硕
艺术学,B类,总分,2017,325,学硕
艺术学,B类,单科=100分,2017,32,学硕
艺术学,B类,单科>100分,2017,48,学硕
艺术学,A类,总分,2018,335,学硕
艺术学,A类,单科=100分,2018,36,学硕
艺术学,A类,单科>100分,2018,54,学硕
艺术学,B类,总分,2018,325,学硕
艺术学,B类,单科=100分,2018,33,学硕
艺术学,B类,单科>100分,2018,50,学硕
艺术学,A类,总分,2019,340,学硕
艺术学,A类,单科=100分,2019,38,学硕
艺术学,A类,单科>100分,2019,57,学硕
艺术学,B类,总分,2019,330,学硕
艺术学,B类,单科=100分,2019,35,学硕
艺术学,B类,单科>100分,2019,53,学硕
艺术学,A类,总分,2020,347,学硕
艺术学,A类,单科=100分,2020,38,学硕
艺术学,A类,单科>100分,2020,57,学硕
艺术学,B类,总分,2020,337,学硕
艺术学,B类,单科=100分,2020,35,学硕
艺术学,B类,单科>100分,2020,53,学硕
体育学,A类,总分,2005,310,学硕
体育学,A类,单科=100分,2005,47,学硕
体育学,A类,单科>100分,2005,71,学硕
体育学,B类,总分,2005,305,学硕
体育学,B类,单科=100分,2005,45,学硕
体育学,B类,单科>100分,2005,68,学硕
体育学,A类,总分,2006,310,学硕
体育学,A类,单科=100分,2006,47,学硕
体育学,A类,单科>100分,2006,71,学硕
体育学,B类,总分,2006,305,学硕
体育学,B类,单科=100分,2006,45,学硕
体育学,B类,单科>100分,2006,68,学硕
体育学,A类,总分,2007,305,学硕
体育学,A类,单科=100分,2007,45,学硕
体育学,A类,单科>100分,2007,135,学硕
体育学,B类,总分,2007,300,学硕
体育学,B类,单科=100分,2007,43,学硕
体育学,B类,单科>100分,2007,129,学硕
体育学,A类,总分,2008,295,学硕
体育学,A类,单科=100分,2008,42,学硕
体育学,A类,单科>100分,2008,126,学硕
体育学,B类,总分,2008,285,学硕
体育学,B类,单科=100分,2008,38,学硕
体育学,B类,单科>100分,2008,114,学硕
体育学,A类,总分,2009,285,学硕
体育学,A类,单科=100分,2009,39,学硕
体育学,A类,单科>100分,2009,117,学硕
体育学,B类,总分,2009,275,学硕
体育学,B类,单科=100分,2009,36,学硕
体育学,B类,单科>100分,2009,108,学硕
体育学,A类,总分,2010,270,学硕
体育学,A类,单科=100分,2010,36,学硕
体育学,A类,单科>100分,2010,108,学硕
体育学,B类,总分,2010,260,学硕
体育学,B类,单科=100分,2010,33,学硕
体育学,B类,单科>100分,2010,99,学硕
体育学,A类,总分,2011,270,学硕
体育学,A类,单科=100分,2011,35,学硕
体育学,A类,单科>100分,2011,105,学硕
体育学,B类,总分,2011,260,学硕
体育学,B类,单科=100分,2011,33,学硕
体育学,B类,单科>100分,2011,99,学硕
体育学,A类,总分,2012,265,学硕
体育学,A类,单科=100分,2012,34,学硕
体育学,A类,单科>100分,2012,102,学硕
体育学,B类,总分,2012,255,学硕
体育学,B类,单科=100分,2012,31,学硕
体育学,B类,单科>100分,2012,93,学硕
体育学,A类,总分,2013,265,学硕
体育学,A类,单科=100分,2013,34,学硕
体育学,A类,单科>100分,2013,102,学硕
体育学,B类,总分,2013,255,学硕
体育学,B类,单科=100分,2013,31,学硕
体育学,B类,单科>100分,2013,93,学硕
体育学,A类,总分,2014,265,学硕
体育学,A类,单科=100分,2014,34,学硕
体育学,A类,单科>100分,2014,102,学硕
体育学,B类,总分,2014,255,学硕
体育学,B类,单科=100分,2014,31,学硕
体育学,B类,单科>100分,2014,93,学硕
体育学,A类,总分,2015,265,学硕
体育学,A类,单科=100分,2015,34,学硕
体育学,A类,单科>100分,2015,102,学硕
体育学,B类,总分,2015,255,学硕
体育学,B类,单科=100分,2015,31,学硕
体育学,B类,单科>100分,2015,93,学硕
体育学,A类,总分,2016,265,学硕
体育学,A类,单科=100分,2016,34,学硕
体育学,A类,单科>100分,2016,102,学硕
体育学,B类,总分,2016,255,学硕
体育学,B类,单科=100分,2016,31,学硕
体育学,B类,单科>100分,2016,93,学硕
体育学,A类,总分,2017,260,学硕
体育学,A类,单科=100分,2017,34,学硕
体育学,A类,单科>100分,2017,102,学硕
体育学,B类,总分,2017,250,学硕
体育学,B类,单科=100分,2017,31,学硕
体育学,B类,单科>100分,2017,93,学硕
体育学,A类,总分,2018,265,学硕
体育学,A类,单科=100分,2018,34,学硕
体育学,A类,单科>100分,2018,102,学硕
体育学,B类,总分,2018,255,学硕
体育学,B类,单科=100分,2018,31,学硕
体育学,B类,单科>100分,2018,93,学硕
体育学,A类,总分,2019,270,学硕
体育学,A类,单科=100分,2019,35,学硕
体育学,A类,单科>100分,2019,105,学硕
体育学,B类,总分,2019,260,学硕
体育学,B类,单科=100分,2019,32,学硕
体育学,B类,单科>100分,2019,96,学硕
体育学,A类,总分,2020,277,学硕
体育学,A类,单科=100分,2020,35,学硕
体育学,A类,单科>100分,2020,105,学硕
体育学,B类,总分,2020,267,学硕
体育学,B类,单科=100分,2020,32,学硕
体育学,B类,单科>100分,2020,96,学硕
工学照顾专业,A类,总分,2005,280,学硕
工学照顾专业,A类,单科=100分,2005,36,学硕
工学照顾专业,A类,单科>100分,2005,54,学硕
工学照顾专业,B类,总分,2005,275,学硕
工学照顾专业,B类,单科=100分,2005,34,学硕
工学照顾专业,B类,单科>100分,2005,51,学硕
工学照顾专业,A类,总分,2006,290,学硕
工学照顾专业,A类,单科=100分,2006,42,学硕
工学照顾专业,A类,单科>100分,2006,63,学硕
工学照顾专业,B类,总分,2006,285,学硕
工学照顾专业,B类,单科=100分,2006,40,学硕
工学照顾专业,B类,单科>100分,2006,60,学硕
工学照顾专业,A类,总分,2007,280,学硕
工学照顾专业,A类,单科=100分,2007,38,学硕
工学照顾专业,A类,单科>100分,2007,57,学硕
工学照顾专业,B类,总分,2007,275,学硕
工学照顾专业,B类,单科=100分,2007,36,学硕
工学照顾专业,B类,单科>100分,2007,54,学硕
工学照顾专业,A类,总分,2008,285,学硕
工学照顾专业,A类,单科=100分,2008,39,学硕
工学照顾专业,A类,单科>100分,2008,59,学硕
工学照顾专业,B类,总分,2008,275,学硕
工学照顾专业,B类,单科=100分,2008,35,学硕
工学照顾专业,B类,单科>100分,2008,53,学硕
工学照顾专业,A类,总分,2009,260,学硕
工学照顾专业,A类,单科=100分,2009,37,学硕
工学照顾专业,A类,单科>100分,2009,56,学硕
工学照顾专业,B类,总分,2009,250,学硕
工学照顾专业,B类,单科=100分,2009,34,学硕
工学照顾专业,B类,单科>100分,2009,51,学硕
工学照顾专业,A类,总分,2010,260,学硕
工学照顾专业,A类,单科=100分,2010,36,学硕
工学照顾专业,A类,单科>100分,2010,54,学硕
工学照顾专业,B类,总分,2010,250,学硕
工学照顾专业,B类,单科=100分,2010,33,学硕
工学照顾专业,B类,单科>100分,2010,50,学硕
工学照顾专业,A类,总分,2011,280,学硕
工学照顾专业,A类,单科=100分,2011,40,学硕
工学照顾专业,A类,单科>100分,2011,60,学硕
工学照顾专业,B类,总分,2011,270,学硕
工学照顾专业,B类,单科=100分,2011,38,学硕
工学照顾专业,B类,单科>100分,2011,57,学硕
工学照顾专业,A类,总分,2012,275,学硕
工学照顾专业,A类,单科=100分,2012,37,学硕
工学照顾专业,A类,单科>100分,2012,56,学硕
工学照顾专业,B类,总分,2012,265,学硕
工学照顾专业,B类,单科=100分,2012,34,学硕
工学照顾专业,B类,单科>100分,2012,51,学硕
工学照顾专业,A类,总分,2013,280,学硕
工学照顾专业,A类,单科=100分,2013,37,学硕
工学照顾专业,A类,单科>100分,2013,56,学硕
工学照顾专业,B类,总分,2013,270,学硕
工学照顾专业,B类,单科=100分,2013,34,学硕
工学照顾专业,B类,单科>100分,2013,51,学硕
工学照顾专业,A类,总分,2014,275,学硕
工学照顾专业,A类,单科=100分,2014,37,学硕
工学照顾专业,A类,单科>100分,2014,56,学硕
工学照顾专业,B类,总分,2014,265,学硕
工学照顾专业,B类,单科=100分,2014,34,学硕
工学照顾专业,B类,单科>100分,2014,51,学硕
工学照顾专业,A类,总分,2015,275,学硕
工学照顾专业,A类,单科=100分,2015,36,学硕
工学照顾专业,A类,单科>100分,2015,54,学硕
工学照顾专业,B类,总分,2015,265,学硕
工学照顾专业,B类,单科=100分,2015,33,学硕
工学照顾专业,B类,单科>100分,2015,50,学硕
工学照顾专业,A类,总分,2016,265,学硕
工学照顾专业,A类,单科=100分,2016,34,学硕
工学照顾专业,A类,单科>100分,2016,51,学硕
工学照顾专业,B类,总分,2016,255,学硕
工学照顾专业,B类,单科=100分,2016,31,学硕
工学照顾专业,B类,单科>100分,2016,47,学硕
工学照顾专业,A类,总分,2017,260,学硕
工学照顾专业,A类,单科=100分,2017,34,学硕
工学照顾专业,A类,单科>100分,2017,51,学硕
工学照顾专业,B类,总分,2017,250,学硕
工学照顾专业,B类,单科=100分,2017,31,学硕
工学照顾专业,B类,单科>100分,2017,47,学硕
工学照顾专业,A类,总分,2018,255,学硕
工学照顾专业,A类,单科=100分,2018,34,学硕
工学照顾专业,A类,单科>100分,2018,51,学硕
工学照顾专业,B类,总分,2018,245,学硕
工学照顾专业,B类,单科=100分,2018,31,学硕
工学照顾专业,B类,单科>100分,2018,47,学硕
工学照顾专业,A类,总分,2019,260,学硕
工学照顾专业,A类,单科=100分,2019,35,学硕
工学照顾专业,A类,单科>100分,2019,53,学硕
工学照顾专业,B类,总分,2019,250,学硕
工学照顾专业,B类,单科=100分,2019,32,学硕
工学照顾专业,B类,单科>100分,2019,48,学硕
工学照顾专业,A类,总分,2020,254,学硕
工学照顾专业,A类,单科=100分,2020,34,学硕
工学照顾专业,A类,单科>100分,2020,51,学硕
工学照顾专业,B类,总分,2020,244,学硕
工学照顾专业,B类,单科=100分,2020,31,学硕
工学照顾专业,B类,单科>100分,2020,47,学硕
中医类照顾专业,A类,总分,2005,300,学硕
中医类照顾专业,A类,单科=100分,2005,46,学硕
中医类照顾专业,A类,单科>100分,2005,69,学硕
中医类照顾专业,B类,总分,2005,295,学硕
中医类照顾专业,B类,单科=100分,2005,44,学硕
中医类照顾专业,B类,单科>100分,2005,66,学硕
中医类照顾专业,A类,总分,2006,300,学硕
中医类照顾专业,A类,单科=100分,2006,46,学硕
中医类照顾专业,A类,单科>100分,2006,69,学硕
中医类照顾专业,B类,总分,2006,295,学硕
中医类照顾专业,B类,单科=100分,2006,44,学硕
中医类照顾专业,B类,单科>100分,2006,66,学硕
中医类照顾专业,A类,总分,2007,285,学硕
中医类照顾专业,A类,单科=100分,2007,43,学硕
中医类照顾专业,A类,单科>100分,2007,129,学硕
中医类照顾专业,B类,总分,2007,280,学硕
中医类照顾专业,B类,单科=100分,2007,41,学硕
中医类照顾专业,B类,单科>100分,2007,123,学硕
中医类照顾专业,A类,总分,2008,275,学硕
中医类照顾专业,A类,单科=100分,2008,39,学硕
中医类照顾专业,A类,单科>100分,2008,117,学硕
中医类照顾专业,B类,总分,2008,265,学硕
中医类照顾专业,B类,单科=100分,2008,35,学硕
中医类照顾专业,B类,单科>100分,2008,105,学硕
中医类照顾专业,A类,总分,2009,275,学硕
中医类照顾专业,A类,单科=100分,2009,37,学硕
中医类照顾专业,A类,单科>100分,2009,111,学硕
中医类照顾专业,B类,总分,2009,265,学硕
中医类照顾专业,B类,单科=100分,2009,34,学硕
中医类照顾专业,B类,单科>100分,2009,102,学硕
中医类照顾专业,A类,总分,2010,260,学硕
中医类照顾专业,A类,单科=100分,2010,36,学硕
中医类照顾专业,A类,单科>100分,2010,108,学硕
中医类照顾专业,B类,总分,2010,250,学硕
中医类照顾专业,B类,单科=100分,2010,33,学硕
中医类照顾专业,B类,单科>100分,2010,99,学硕
中医类照顾专业,A类,总分,2011,270,学硕
中医类照顾专业,A类,单科=100分,2011,35,学硕
中医类照顾专业,A类,单科>100分,2011,105,学硕
中医类照顾专业,B类,总分,2011,260,学硕
中医类照顾专业,B类,单科=100分,2011,33,学硕
中医类照顾专业,B类,单科>100分,2011,99,学硕
中医类照顾专业,A类,总分,2012,265,学硕
中医类照顾专业,A类,单科=100分,2012,34,学硕
中医类照顾专业,A类,单科>100分,2012,102,学硕
中医类照顾专业,B类,总分,2012,255,学硕
中医类照顾专业,B类,单科=100分,2012,31,学硕
中医类照顾专业,B类,单科>100分,2012,93,学硕
中医类照顾专业,A类,总分,2013,275,学硕
中医类照顾专业,A类,单科=100分,2013,36,学硕
中医类照顾专业,A类,单科>100分,2013,108,学硕
中医类照顾专业,B类,总分,2013,265,学硕
中医类照顾专业,B类,单科=100分,2013,33,学硕
中医类照顾专业,B类,单科>100分,2013,99,学硕
中医类照顾专业,A类,总分,2014,280,学硕
中医类照顾专业,A类,单科=100分,2014,37,学硕
中医类照顾专业,A类,单科>100分,2014,111,学硕
中医类照顾专业,B类,总分,2014,270,学硕
中医类照顾专业,B类,单科=100分,2014,34,学硕
中医类照顾专业,B类,单科>100分,2014,102,学硕
中医类照顾专业,A类,总分,2015,285,学硕
中医类照顾专业,A类,单科=100分,2015,38,学硕
中医类照顾专业,A类,单科>100分,2015,114,学硕
中医类照顾专业,B类,总分,2015,275,学硕
中医类照顾专业,B类,单科=100分,2015,35,学硕
中医类照顾专业,B类,单科>100分,2015,105,学硕
中医类照顾专业,A类,总分,2016,295,学硕
中医类照顾专业,A类,单科=100分,2016,40,学硕
中医类照顾专业,A类,单科>100分,2016,120,学硕
中医类照顾专业,B类,总分,2016,285,学硕
中医类照顾专业,B类,单科=100分,2016,37,学硕
中医类照顾专业,B类,单科>100分,2016,111,学硕
中医类照顾专业,A类,总分,2017,295,学硕
中医类照顾专业,A类,单科=100分,2017,39,学硕
中医类照顾专业,A类,单科>100分,2017,117,学硕
中医类照顾专业,B类,总分,2017,285,学硕
中医类照顾专业,B类,单科=100分,2017,36,学硕
中医类照顾专业,B类,单科>100分,2017,108,学硕
中医类照顾专业,A类,总分,2018,300,学硕
中医类照顾专业,A类,单科=100分,2018,39,学硕
中医类照顾专业,A类,单科>100分,2018,117,学硕
中医类照顾专业,B类,总分,2018,290,学硕
中医类照顾专业,B类,单科=100分,2018,36,学硕
中医类照顾专业,B类,单科>100分,2018,108,学硕
中医类照顾专业,A类,总分,2019,305,学硕
中医类照顾专业,A类,单科=100分,2019,42,学硕
中医类照顾专业,A类,单科>100分,2019,126,学硕
中医类照顾专业,B类,总分,2019,295,学硕
中医类照顾专业,B类,单科=100分,2019,39,学硕
中医类照顾专业,B类,单科>100分,2019,117,学硕
中医类照顾专业,A类,总分,2020,300,学硕
中医类照顾专业,A类,单科=100分,2020,41,学硕
中医类照顾专业,A类,单科>100分,2020,123,学硕
中医类照顾专业,B类,总分,2020,290,学硕
中医类照顾专业,B类,单科=100分,2020,38,学硕
中医类照顾专业,B类,单科>100分,2020,114,学硕
享受少数民族照顾政策的考生,A类,总分,2005,265,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2005,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2005,45,学硕
享受少数民族照顾政策的考生,B类,总分,2005,265,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2005,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2005,45,学硕
享受少数民族照顾政策的考生,A类,总分,2006,270,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2006,35,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2006,53,学硕
享受少数民族照顾政策的考生,B类,总分,2006,270,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2006,35,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2006,53,学硕
享受少数民族照顾政策的考生,A类,总分,2007,270,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2007,33,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2007,50,学硕
享受少数民族照顾政策的考生,B类,总分,2007,270,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2007,33,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2007,50,学硕
享受少数民族照顾政策的考生,A类,总分,2008,260,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2008,33,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2008,50,学硕
享受少数民族照顾政策的考生,B类,总分,2008,260,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2008,33,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2008,50,学硕
享受少数民族照顾政策的考生,A类,总分,2009,240,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2009,31,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2009,47,学硕
享受少数民族照顾政策的考生,B类,总分,2009,240,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2009,31,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2009,47,学硕
享受少数民族照顾政策的考生,A类,总分,2010,240,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2010,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2010,45,学硕
享受少数民族照顾政策的考生,B类,总分,2010,240,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2010,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2010,45,学硕
享受少数民族照顾政策的考生,A类,总分,2011,240,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2011,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2011,45,学硕
享受少数民族照顾政策的考生,B类,总分,2011,240,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2011,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2011,45,学硕
享受少数民族照顾政策的考生,A类,总分,2012,240,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2012,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2012,45,学硕
享受少数民族照顾政策的考生,B类,总分,2012,240,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2012,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2012,45,学硕
享受少数民族照顾政策的考生,A类,总分,2013,245,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2013,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2013,45,学硕
享受少数民族照顾政策的考生,B类,总分,2013,245,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2013,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2013,45,学硕
享受少数民族照顾政策的考生,A类,总分,2014,245,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2014,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2014,45,学硕
享受少数民族照顾政策的考生,B类,总分,2014,245,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2014,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2014,45,学硕
享受少数民族照顾政策的考生,A类,总分,2015,245,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2015,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2015,45,学硕
享受少数民族照顾政策的考生,B类,总分,2015,245,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2015,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2015,45,学硕
享受少数民族照顾政策的考生,A类,总分,2016,245,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2016,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2016,45,学硕
享受少数民族照顾政策的考生,B类,总分,2016,245,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2016,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2016,45,学硕
享受少数民族照顾政策的考生,A类,总分,2017,245,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2017,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2017,45,学硕
享受少数民族照顾政策的考生,B类,总分,2017,245,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2017,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2017,45,学硕
享受少数民族照顾政策的考生,A类,总分,2018,245,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2018,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2018,45,学硕
享受少数民族照顾政策的考生,B类,总分,2018,245,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2018,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2018,45,学硕
享受少数民族照顾政策的考生,A类,总分,2019,248,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2019,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2019,45,学硕
享受少数民族照顾政策的考生,B类,总分,2019,248,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2019,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2019,45,学硕
享受少数民族照顾政策的考生,A类,总分,2020,248,学硕
享受少数民族照顾政策的考生,A类,单科=100分,2020,30,学硕
享受少数民族照顾政策的考生,A类,单科>100分,2020,45,学硕
享受少数民族照顾政策的考生,B类,总分,2020,248,学硕
享受少数民族照顾政策的考生,B类,单科=100分,2020,30,学硕
享受少数民族照顾政策的考生,B类,单科>100分,2020,45,学硕
